artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Jass Manak,No Competition,1TRgZ55GFCKSbrTb62rmra,64,0.868,0.635,10,-6.352,0,0.227,0.164,0.0,0.0898,0.621,90.019,205500,4
Hiroomi Tosaka,One Way Love,7D8NC0eY6KkB2c4uKozGuy,19,0.543,0.341,7,-7.399,1,0.0415,0.833,0.0,0.364,0.21,143.863,182933,4
Pritam,"Aabaad Barbaad (From ""Ludo"")",0hFUtSsV2itYEUTZGj6w5H,64,0.626,0.522,7,-5.857,1,0.0317,0.686,0.0,0.41,0.628,118.001,309103,4
Hiroomi Tosaka,Nobody Knows,4w6NWiF8saOr0bl0kNZVoa,19,0.615,0.881,8,-3.965,0,0.0405,0.0238,0.0,0.317,0.751,139.926,221227,4
Mithoon,Jaan Ban Gaye,30CDYWqqitNHUa0DGaUeIE,65,0.537,0.419,11,-11.585,1,0.0414,0.76,1.07e-05,0.107,0.292,132.261,211674,4
KYUHYUN,One Night Is A Thousand Years,1ORkTKR9hbUVidPsCdm5Gu,14,0.21,0.398,5,-8.028,1,0.0339,0.796,9.01e-06,0.108,0.361,85.273,126101,4
Christy Moore,Spancilhill - Remastered 2020,1flGOfQKMzIzUwhht06Tew,14,0.514,0.291,5,-9.694,1,0.0369,0.848,0.0,0.385,0.267,145.912,291027,3
Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",5fXslGZPI5Cco6PKHzlSL3,65,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606,4
Gym Workout DJ Team,"Apollo - 132 Bpm, 32 Count Pro Edition",0U9axeaPpEKDK6IYeoakZ3,19,0.529,0.898,6,-5.124,0,0.149,0.0054,0.749,0.382,0.192,131.906,196904,4
Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR,86,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
Christy Moore,Rambling Robin - Remastered 2020,5RLeg1dOMEbbsGxQUmDKFR,13,0.456,0.485,4,-10.046,1,0.0437,0.855,0.0884,0.151,0.859,152.066,143840,1
Pritam,Mehrama,6cUOiOY5qh2FpIQWIYAd2h,64,0.56,0.632,7,-9.033,1,0.0334,0.861,0.013,0.0985,0.373,107.987,249416,4
Philanthrope,Plants,34P0h72r5IebPGGH76blf3,16,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,127000,4
Tesher,Jalebi Baby,6GKGoi0FHzldk1ZRQoV1fv,74,0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,189375,4
AP Dhillon,Arrogant,2jt9VV6QGn0tbwkrr26OO6,65,0.751,0.739,1,-6.977,0,0.045,0.2,0.0,0.0926,0.405,95.003,102316,4
Carl Michael Ziehrer,Die Landstreicher: Ouvertüre,2QNhoXcJ8i0WwnT2NnuxVy,16,0.344,0.284,3,-15.295,1,0.0647,0.94,0.67,0.147,0.289,140.735,298440,4
Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],4TgxFMOn5yoESW6zCidCXL,75,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836,184905,4
J SOUL BROTHERS III,Over & Over,3Cm39DZtqLa7y8Lsxr1nX0,18,0.631,0.791,4,-4.467,0,0.0842,0.122,0.0,0.16,0.964,154.972,227053,4
BTS,Filter,0ono6UCNVZ1XqOm6j78Blu,80,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221,4
The Cog is Dead,"Blood, Sweat and Tears (Remastered 2020)",4l2PsOfcoxznZYXR7QvnTc,13,0.566,0.764,9,-5.733,0,0.0345,0.0228,6.26e-06,0.0841,0.561,119.953,238916,3
ElyOtto,SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,78,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,4
Greg Sletteland,Two Hearts All In (Deep House Dance Party Remix),3YheyJ5hmE5119nBnGCt9W,19,0.81,0.689,4,-9.962,0,0.0618,0.000856,0.924,0.154,0.43,119.983,208001,4
Tulsi Kumar,Tere Naal,2Vw94w6FxCyaYwyCivi9Py,63,0.315,0.491,11,-7.0,1,0.0311,0.748,0.0,0.128,0.245,109.966,198345,4
Greg Sletteland,One More Time Hands up Hollywood (Electronic Dance Party Remix),5LJ3F6BPFfwpjbzYQN2cIx,19,0.69,0.711,4,-10.146,0,0.0406,0.000332,0.0889,0.109,0.373,128.002,254977,4
The Kid LAROI,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
Greg Sletteland,The DJ Played My Favorite Song (Deep House Dance Party Remix),01JYQhAS2nLXSdwVlB3nM7,19,0.802,0.781,2,-12.706,1,0.0482,0.194,0.898,0.0971,0.961,123.995,232257,4
Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,84,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3
Justin Bieber,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,84,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3
DJ Snake,Ocho Cinco,2daTHRE4f7RBaSYb85EemW,6,0.531,0.935,1,-1.759,1,0.14,0.00207,0.0871,0.0716,0.434,150.049,222280,4
AP Dhillon,Saada Pyaar,5gSVKG0R4xc8qtDIoyDNy8,65,0.743,0.655,7,-5.228,0,0.0866,0.0391,0.0,0.118,0.164,91.004,213626,4
Christy Moore,The Raggle Taggle Gypsy; Tabhair Dom Do Lámh - Remastered 2020,1uGYAMruf0LnXZI0KPALju,12,0.531,0.505,2,-7.609,1,0.0281,0.793,5.08e-06,0.228,0.465,89.948,261547,4
DIVINE,3:59 AM,2gNMXJDKRmKWuevBGjN8wo,63,0.669,0.588,2,-6.902,1,0.339,0.177,0.0,0.179,0.237,97.026,272197,4
Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,29,0.748,0.787,6,-6.613,1,0.067,0.00419,0.81,0.159,0.112,124.012,379464,4
Emiway Bantai,GRIND,16xg7UwH9hbs96vCD8k6bC,63,0.848,0.735,1,-4.661,1,0.0445,0.291,0.0,0.0713,0.57,98.973,175450,4
Yotto,Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,26,0.752,0.771,10,-6.035,0,0.0505,0.0114,0.844,0.118,0.195,121.042,317168,4
Darshan Raval,Asal Mein,0rMeOAvbQZ2RTG4B6L1M4p,63,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26e-06,0.0947,0.329,114.106,224240,4
Hiroomi Tosaka,UNDER THE MOONLIGHT,54XiiSF2dAYmRMX90psijN,17,0.609,0.793,7,-4.929,0,0.112,0.00585,1.92e-06,0.0909,0.679,159.983,233693,4
Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",2U0BLmYoSESYOdwMxW2yA9,63,0.285,0.238,5,-9.623,0,0.0375,0.663,9.23e-06,0.0793,0.213,179.918,340672,4
Junko Yagami,カメレオン - 2020 Remaster,2427yJkNe3fmr2PnTRWmxL,13,0.75,0.781,9,-7.794,0,0.0312,0.0234,0.0043,0.22,0.864,115.959,251000,4
Diljit Dosanjh,Born to Shine,4XxfOvudrnBRdlgzEaq1sd,64,0.745,0.826,6,-4.339,0,0.0866,0.357,0.0,0.302,0.674,90.149,213333,4
David Gray,This Year's Love - 2020 Remaster,2raGOq0p2PXrWJnWXSBFaC,29,0.332,0.237,8,-7.775,1,0.0289,0.653,6.74e-05,0.112,0.207,165.405,245533,3
Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,81,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4
Shanti Chakra Friends,Seven Years in Tibet 2020,6uvfqKDNvc6B8aGTlALw2Z,10,0.514,0.357,10,-13.391,1,0.0335,0.737,0.961,0.11,0.235,79.957,293051,4
Kaka,Libaas,0vqw3BCyNr3DDVBmjD21H8,63,0.794,0.753,10,-3.112,1,0.0609,0.543,0.0,0.12,0.906,159.965,267029,4
Greg Sletteland,Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix),4GpQ8LHpAwpwFQKWtmkeBG,17,0.802,0.617,10,-10.619,1,0.111,0.0174,0.94,0.0732,0.569,127.0,181417,4
Mika Singh,Sawan Mein Lag Gayi Aag,6oloWgrErtc8dG2WiV55gn,63,0.792,0.813,0,-3.687,1,0.0513,0.388,2.29e-05,0.0541,0.868,130.058,226615,4
David Bowie,"Seven Years In Tibet - Live at Radio City Music Hall New York, 15th October, 1997; 2020 Remaster",3KLU3rwnH7rdjuXgvGvubX,11,0.445,0.557,9,-9.957,0,0.0276,0.00338,0.0234,0.96,0.391,167.002,379720,4
Aviino,London Love Letters,2WLAiZ1atVTqBgDNJq8aTi,15,0.789,0.333,6,-15.016,1,0.108,0.91,0.869,0.0881,0.517,82.925,176125,4
The Cog is Dead,The Depths Below (Remastered 2020),0aaI5SaaLbNRpXgkmEiTz8,12,0.503,0.874,0,-4.4,0,0.0498,0.174,0.0,0.189,0.752,160.075,169430,4
Prateek Kuhad,Kasoor,08kTa3SL9sV6Iy8KLKtGql,63,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047,197549,4
Christy Moore,The Cliffs Of Dooneen - Remastered 2020,1corzQOwIO9BLGttbDvJNd,12,0.404,0.385,2,-6.501,1,0.0299,0.566,0.0,0.367,0.292,109.936,180773,3
Cubicolor,Wake Me Up - Tale Of Us Remix (Mixed),4wLEnzru5f9Dmgswvn47Zz,22,0.63,0.919,10,-6.825,0,0.0403,0.00449,0.701,0.0626,0.127,119.904,312184,4
Dhvani Bhanushali,Nayan,2KrrAi2smn5Fa7sy7TxrKg,63,0.598,0.678,2,-4.645,1,0.0378,0.381,5.63e-05,0.0986,0.363,91.084,254932,4
Ajay Stevens,CHRISTMAS 2020 (my favorite time of the year),2ENQOAE4cq11Li1QleYPtM,10,0.566,0.181,0,-15.328,1,0.0388,0.848,0.0,0.119,0.67,176.001,90000,4
Hard Men Working Hard,E-Girls get the Bullet,73wGdmRY1dPNWQx2YqpUeh,15,0.728,0.548,7,-8.901,1,0.195,0.207,0.0,0.0631,0.499,180.053,220667,4
Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,86,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
Greg Sletteland,"More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)",389AuKbCi6WM3H4RtLQ1MJ,16,0.489,0.873,6,-11.054,1,0.0432,0.0177,0.556,0.0451,0.71,124.965,230400,4
AP Dhillon,Majhail,0cpyy8xLYRt1OdlnqPmMnm,64,0.811,0.844,8,-4.395,1,0.0898,0.31,0.0,0.731,0.889,93.48,175187,4
Greg Sletteland,Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix),5O9ldsFiyUQHgGblXNb9tT,16,0.53,0.912,6,-8.685,0,0.04,1.75e-05,0.979,0.114,0.96,128.067,225000,4
Rochak Kohli,Bewafa Tera Masoom Chehra,2plj6f8TqOF0YNuHd2VzJD,62,0.579,0.83,6,-4.859,0,0.0523,0.457,0.0,0.159,0.758,166.572,242149,3
Greg Sletteland,Thinking About You (Chill Deep House Remix),20vk0FBPnnUXC4wjfMF9Zd,17,0.644,0.983,6,-9.058,0,0.0385,0.0573,0.913,0.0882,0.655,124.999,205724,4
Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,86,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3
Bebo Best,Intro Info,0CVvjV72kiOHwH7guM9ju0,15,0.917,0.492,11,-12.189,1,0.528,0.625,0.0,0.0672,0.972,109.44,32960,4
Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,87,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
Workout Music ,Dance Monkey (Remix),3pdMC0tmADHu6jsZh6v5BD,29,0.777,0.661,6,-8.186,0,0.054,0.00407,0.613,0.0643,0.885,128.015,262520,4
The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,87,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
Greg Sletteland,I Just Want You Baby (Chill Electronic Music Remix),7CRAq7uALKmK3CDSMzpP39,17,0.738,0.888,10,-8.254,0,0.0342,0.403,0.926,0.0944,0.918,124.058,201295,4
Agust D,Daechwita,0H4ugk6rhnXmTl47ayy9O5,77,0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4
Greg Sletteland,I Can Feel the Love from You (Deep House Dance Party Remix),5uDdlGnNidP0iBOiWPhhPz,17,0.753,0.913,3,-7.479,0,0.0333,0.00695,0.197,0.144,0.951,121.97,188864,4
Greg Sletteland,Follow Me (Chill Electronic Music Remix),6LlzRIPofOK1QDVQOomrpo,16,0.739,0.658,7,-11.04,1,0.0362,0.0349,0.852,0.111,0.344,124.033,216774,3
Jubin Nautiyal,Meri Aashiqui,2Zwv2vKU8mwgh2LI5GUKcT,62,0.555,0.665,8,-8.132,0,0.0403,0.139,0.0,0.167,0.472,75.008,280149,4
Greg Sletteland,Baby You're One of a Kind (Chill Electronic Music Remix),1JjUJUycDSFvZK0iWGWFW9,16,0.728,0.589,7,-11.947,1,0.0463,4.71e-05,0.56,0.0627,0.637,125.023,230221,4
Ankit Tiwari,"Tum Se Hi (From ""Sadak 2"")",2fwd3t4N8QNy9w7VT1zC97,61,0.555,0.588,10,-8.555,0,0.0384,0.443,4.4e-06,0.129,0.41,91.972,283000,4
Greg Sletteland,Light It Up (Chill Electronic Music Remix),6qRpJ9vJlSppO07xPJPv8k,16,0.769,0.818,7,-9.66,1,0.0526,0.00012,0.888,0.153,0.49,124.006,193548,4
BTS,ON,2QyuXBcV1LJ2rq01KhreMF,76,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,246381,4
Greg Sletteland,Can We Take This to the Next Level (Fitness Workout Music Remix),3DkpThpq5Nos0vy1cCgQ4e,16,0.636,0.752,2,-9.619,1,0.0409,0.151,0.604,0.0934,0.847,128.022,187510,4
DHARIA,August Diaries,6K6etxmlu4Y7J3dR77MK3N,63,0.711,0.701,3,-4.424,0,0.237,0.474,0.0015,0.115,0.541,97.975,223385,4
Greg Sletteland,Paradise Like Islands in the Sky (Deep House Dance Party Remix),56tHWxun34uJ4atMqfjUek,17,0.832,0.55,9,-10.166,1,0.171,0.00639,0.25,0.108,0.546,124.019,185806,4
Anirudh Ravichander,Andha Kanna Paathaakaa,0qvoxfYodIfe14gaidhnsV,62,0.747,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,194500,4
Yuvan Shankar Raja,Andha Kanna Paathaakaa,0qvoxfYodIfe14gaidhnsV,62,0.747,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,194500,4
Greg Sletteland,Oh Baby Baby (Electronic Dance Party Remix),7puPB5ixFOkP7nYysVqCU1,17,0.802,0.703,1,-10.408,1,0.0412,0.000427,0.182,0.0878,0.885,116.007,219257,4
Emiway Bantai,Khatam Hue Waande,3LlEnO0INKAExVe4JMi7p7,61,0.756,0.903,11,-2.088,0,0.14,0.232,0.0,0.0548,0.729,99.995,193882,4
Greg Sletteland,My Body Is so into You (Deep House Dance Party Remix),6wccYNxf7oQlLj3hhBbIno,17,0.615,0.921,10,-10.569,0,0.0403,0.000225,0.823,0.125,0.519,124.009,216774,4
Jasleen Royal,Nit Nit,6GT0oiQdjiYX91qgAMi7Vd,61,0.442,0.412,10,-10.675,1,0.0377,0.781,0.0237,0.15,0.235,176.019,246136,4
Greg Sletteland,Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),2Gl0xdYcjTkMnqEm687VZB,17,0.707,0.426,3,-13.768,0,0.0384,0.0875,0.935,0.109,0.665,124.018,185807,4
Vishal Mishra,Aaj Bhi,6LpswW9691XT9OjVSvDU6G,61,0.581,0.304,1,-9.707,0,0.0273,0.886,2.58e-05,0.103,0.0977,109.036,241206,4
Greg Sletteland,All My Life (Chill Electronic Music Remix),3HFBPDn9PDxqjqLzaolPrw,16,0.648,0.774,7,-7.61,0,0.033,0.0868,0.41,0.309,0.732,127.977,240004,4
V,Sweet Night,39EXZNMxb4RBHlRjnRaOKp,77,0.462,0.339,3,-7.943,1,0.025,0.495,8.15e-06,0.0893,0.149,92.106,214259,4
Greg Sletteland,Let's Play (Deep House Dance Party Remix),4y3SXCuVXO8fj0BTSUzvy6,17,0.748,0.564,10,-12.203,0,0.0527,0.125,0.882,0.102,0.421,124.005,185799,4
Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,81,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
Greg Sletteland,Feel Love in the Music (Chill Electronic Music Remix),4iVUdetI0cQ4cOmuvGEyuA,17,0.853,0.381,7,-11.549,1,0.0552,0.27,0.95,0.108,0.288,123.994,185805,4
Diljit Dosanjh,G.O.A.T.,46QbY78ha62aiu6gBgC7lS,62,0.544,0.917,1,-3.403,0,0.259,0.00313,0.0,0.26,0.686,176.068,223636,4
Gym Workout DJ Team,"Pulverturm - 132 Bpm, 32 Count Pro Edition",7FdKZtTkj2gr3nyJviVtZ3,15,0.65,0.876,11,-4.945,1,0.0367,0.0146,0.884,0.0537,0.353,132.032,180308,4
Kaka,Keh Len De,3CHZhkihLupVrfYIyg869S,61,0.685,0.745,2,-4.428,0,0.248,0.154,0.0,0.119,0.556,75.113,150400,4
Years & Years,Breathe,4VEByNkzYJ8rPVtaDQbiU9,28,0.746,0.486,10,-7.004,1,0.0344,0.222,1.38e-06,0.123,0.417,92.018,233228,4
Guru Randhawa,"Lagdi Lahore Di (From ""Street Dancer 3D"")",5I2wbDvSI98HLVB42YO9sU,62,0.786,0.797,6,-4.063,1,0.0414,0.233,0.0,0.0861,0.453,95.014,215368,4
Junko Yagami,ダイナマイト ラブ - 2020 Remaster,6CCzg76ozEPE6LiHtWXyOp,11,0.757,0.67,9,-9.304,0,0.0297,0.00842,0.000209,0.119,0.973,118.217,254293,4
Khan Bhaini,Gaddi Pichhe Naa,0AvNUivw5qx7M4aZjN92JP,61,0.787,0.543,2,-9.845,1,0.235,0.534,0.0,0.187,0.659,84.937,166043,4
Cristoph,Big H 2020 - Mixed,45Bq5hF3GurkNB9tzpibza,19,0.629,0.919,4,-6.595,0,0.0415,0.00313,0.834,0.203,0.176,124.881,369042,4
Afsana Khan,Titliaan,1980E4Grgu5xAhNbFZ1mb1,61,0.745,0.757,6,-2.572,1,0.0333,0.332,0.0,0.125,0.712,123.962,195484,4
Papa Roach,Help - Remastered 2020,3ViE5zjLk07LjljeUUWtq0,35,0.506,0.919,2,-4.592,1,0.0674,0.000728,4.17e-06,0.295,0.302,91.889,214797,4
Pritam,"Haan Main Galat (From ""Love Aaj Kal"")",068HSvCf5MbQfhV4qqaelg,61,0.685,0.736,0,-5.656,1,0.0521,0.0997,0.0112,0.101,0.893,117.979,218644,4
Kazuhito Murata,LADY SEPTEMBER - 2020 Remaster,33KhYeHN1N4mfxzsEhnmiW,9,0.609,0.669,0,-9.82,1,0.0306,0.279,0.000353,0.163,0.735,122.495,236440,4
Prem Dhillon,Old Skool,4V9rQZOGILc4YfBnCDXgTz,62,0.764,0.601,6,-6.999,1,0.325,0.198,0.0,0.265,0.905,87.926,253636,4
Goldie,Inner City Life - 2020 Remaster,1Nlstdx5q4GVUyaQqHYvqh,9,0.384,0.889,7,-6.548,1,0.0936,0.00226,0.425,0.0728,0.112,154.886,422183,4
Otnicka,Where Are You,7tanqB2ACecyj7AKjp5Cjq,66,0.747,0.612,1,-8.41,1,0.102,0.756,0.872,0.166,0.384,92.052,193033,4
TobyMac,21 Years,4dxTzRlAhUt8Fxvt0lKfyo,10,0.708,0.672,7,-7.212,1,0.0389,0.111,1.05e-06,0.138,0.253,101.011,243000,4
GKhan,Jee Karda,6G7cVYZW0bZTkKHBT4G9Yq,60,0.832,0.717,7,-3.282,1,0.0653,0.0671,0.000491,0.213,0.348,100.016,192000,4
The Glitch Mob,Animus Vox - 2020 Remaster,3L1iZJUXiAcUvDhIIi3KAq,27,0.679,0.523,10,-10.727,0,0.0414,0.15,0.673,0.506,0.399,100.033,402085,4
B Praak,Kuch Bhi Ho Jaye,2uzEDXVEAjLhGynxLu1dd9,60,0.492,0.589,6,-2.837,0,0.0398,0.466,0.0,0.0628,0.287,80.086,274500,4
The Glitch Mob,Fortune Days - 2020 Remaster,5GWHujc41JAjaiH6gcCjgu,28,0.604,0.624,1,-9.847,0,0.0744,0.44,0.773,0.0754,0.2,105.001,380815,4
DripReport,Skechers,2alc8VZAzDgdAsL2QMk3hu,73,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
Christy Moore,The Foxy Devil - Remastered 2020,2RUy5KHAjE3riFrzIAdxG7,10,0.502,0.344,11,-15.317,1,0.0348,0.853,0.00977,0.115,0.628,111.426,200627,4
Anuv Jain,Alag Aasmaan,74kCarkFBzXYXNkkYJIsG0,61,0.699,0.299,6,-12.599,1,0.0403,0.869,0.0,0.0724,0.459,118.969,212773,4
October,Time To Love - 2020 Remastered,7zKG0StPF7Xg60fzq9cGZ6,23,0.259,0.182,6,-26.28,0,0.0456,0.979,0.932,0.0887,0.338,140.914,235590,4
JVLA,Such a Whore (Stellular Remix),6A25J9As7towpxovYryAWr,74,0.624,0.614,2,-4.165,1,0.0448,0.00391,0.0278,0.187,0.139,168.87,147638,4
Workout Music ,Bad Guy (Remix),5v7OrTvBQNhXQwVzi3oXpb,26,0.843,0.658,11,-7.072,0,0.0678,0.00456,0.73,0.0673,0.562,131.01,281253,4
Haricharan,Ay Pilla - Telugu,5nVFeACm96rucybpDAjfK5,60,0.504,0.554,1,-12.085,1,0.0356,0.347,1.36e-05,0.0963,0.386,140.005,253773,4
Smoma,Don't Start Now (Anni 2020),5J1GoxPfUkWvzdM3a8UWv4,10,0.921,0.407,11,-13.257,0,0.0885,0.139,0.0,0.0584,0.871,123.999,189677,4
Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,79,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
Gym Workout DJ Team,"Circles - 132 Bpm, 32 Count Pro Edition",4k9KaOUpNwwQusmF8m5mmm,14,0.595,0.946,7,-5.374,1,0.0502,1.57e-05,0.907,0.322,0.299,132.009,212379,4
Gym Workout DJ Team,"Home - 132 Bpm, 32 Count Pro Edition",18Ni5EvqrJesPqVv6HwZg3,14,0.587,0.739,11,-7.56,1,0.079,0.00189,0.0514,0.179,0.115,131.983,192772,4
HVME,Goosebumps,20McUFi8KCIVdNDLrkTDuZ,80,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,163208,4
Christy Moore,Hey Sandy - Live In Dublin / Remastered 2020,7ELV4QVwinhjIrREw2Im2o,11,0.396,0.725,2,-8.301,1,0.0699,0.831,0.0,0.876,0.749,155.987,194520,3
AP Dhillon,Takeover,5DVnSQ90r2M3gm6XbgTCLp,62,0.788,0.752,1,-3.823,1,0.0843,0.0711,0.0,0.61,0.236,140.032,209143,4
The Field Tapes,Through Trees,0metDT80ZWkezmprVEhtSU,13,0.578,0.354,2,-13.408,1,0.0305,0.635,0.87,0.0931,0.359,82.008,136993,4
BLACKPINK,Love To Hate Me,3Gk1LfB771PIEGgsEa7gcV,68,0.689,0.656,8,-4.532,1,0.143,0.0365,0.0,0.136,0.623,162.269,169798,4
Lane 8,Keep On - Mixed,1zHQesc4xZZ5B1nl8G9dl5,21,0.57,0.748,0,-7.866,1,0.0382,0.0601,0.259,0.0821,0.434,122.162,282750,4
blackbear,hot girl bummer,6jRq8gaZhMUyy5RclRPcAf,82,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1
ALPHA 9,All That I Can - Mixed,3ZRZk4o9jSTiyXlREKF7Qx,13,0.483,0.993,9,-3.788,0,0.0378,0.0012,0.000679,0.898,0.706,126.002,228332,4
Santhosh Narayanan,"Bujji (From ""Jagame Thandhiram"")",6rJhjykEkCqm3H64uALhhf,61,0.901,0.845,1,-3.465,1,0.139,0.0562,0.0,0.278,0.943,117.97,267203,4
Moon Boots,Tied Up - Kenny Dope Remix (Mixed),0yLcHTqnrU2v8l0Tx3aSTy,22,0.69,0.943,5,-5.483,0,0.0527,0.0253,0.796,0.119,0.817,123.811,428198,4
AP Dhillon,Droptop,7AW4g4I9fPfUIyqtbsuAkM,62,0.899,0.479,2,-10.432,1,0.272,0.0126,0.0,0.142,0.309,85.005,141176,4
Rezident,Pure - Mixed,421ZVZqF2Ct7R5MqsJX3J8,23,0.55,0.709,8,-8.185,1,0.0415,0.0232,0.858,0.612,0.145,118.074,220575,4
Selena Gomez,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,82,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4
Edu Imbernon,Rinascimento - Mixed,1JJPm5FN0iHmQaW1m4rmVZ,21,0.592,0.882,0,-7.745,1,0.042,0.0662,0.742,0.118,0.0641,122.898,328008,4
Uzumaki Baka,Agar Tum Sath Ho Remix,6jEAT04CFnt3ayoTczogqq,60,0.503,0.447,6,-11.095,0,0.0504,0.195,0.614,0.22,0.128,111.013,59534,4
Nox Vahn,Come Together - Matthias Meyer Remix (Mixed),50nY3eAHPV74Nj1zyl0uzM,21,0.646,0.818,0,-7.689,1,0.0329,0.00196,0.856,0.105,0.423,120.097,391333,4
Vishal Mishra,Manjha,0UZLaEOSIc5kg0cc7eszqC,60,0.524,0.515,11,-7.478,0,0.0427,0.674,0.0,0.104,0.368,169.882,191647,4
Jason Derulo,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,82,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
Josef Strauss,"Liebesgrüße, Walzer, Op. 56",32bAR5FU86uAHywmllMu8w,14,0.268,0.148,0,-18.326,1,0.0435,0.948,0.904,0.117,0.219,180.903,478040,3
Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4
Johann Strauss II,"Blumenfest-Polka, Op. 111",6sAMPr5m7f6atAQCS92Bed,13,0.591,0.0935,3,-24.295,1,0.0394,0.978,0.891,0.283,0.702,115.552,158680,4
Darshan Raval,Ek Tarfa - Reprise,2XXea7eZyOyQWHHs4s7yI2,60,0.32,0.453,1,-9.537,0,0.0329,0.889,2.6e-06,0.1,0.444,72.424,241600,4
The Pissed Alpacas,"January 25, 2020: Chinese New Year, Year of the Rat",7boPT9e65AVvR93E3JaVw5,9,0.329,0.997,1,-3.157,1,0.0648,0.365,0.000104,0.943,0.0312,113.598,37240,4
Sumit Goswami,Tora,5U9WCZMtC4X1ji3kjLK31e,59,0.663,0.787,2,-3.165,0,0.0792,0.066,0.0,0.235,0.457,180.023,179333,4
